Measure;Time;val
Ongoing treatment periods at specialised medical care wards;2021-07-26;17
Ongoing treatment periods primary health care wards;2021-07-26;0
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-26;
Ongoing intensive care treatment periods;2021-07-26;2
Ongoing treatment periods at specialised medical care wards;2021-07-27;17
Ongoing treatment periods primary health care wards;2021-07-27;0
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-27;
Ongoing intensive care treatment periods;2021-07-27;2
Ongoing treatment periods at specialised medical care wards;2021-07-28;24
Ongoing treatment periods primary health care wards;2021-07-28;0
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-28;
Ongoing intensive care treatment periods;2021-07-28;3
Ongoing treatment periods at specialised medical care wards;2021-07-29;24
Ongoing treatment periods primary health care wards;2021-07-29;0
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-29;
Ongoing intensive care treatment periods;2021-07-29;3
Ongoing treatment periods at specialised medical care wards;2021-07-30;26
Ongoing treatment periods primary health care wards;2021-07-30;0
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-30;
Ongoing intensive care treatment periods;2021-07-30;2
Ongoing treatment periods at specialised medical care wards;2021-07-31;26
Ongoing treatment periods primary health care wards;2021-07-31;0
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-31;
Ongoing intensive care treatment periods;2021-07-31;2
Ongoing treatment periods at specialised medical care wards;2021-08-01;26
Ongoing treatment periods primary health care wards;2021-08-01;0
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-01;
Ongoing intensive care treatment periods;2021-08-01;2
Ongoing treatment periods at specialised medical care wards;2021-08-02;43
Ongoing treatment periods primary health care wards;2021-08-02;0
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-02;
Ongoing intensive care treatment periods;2021-08-02;1
Ongoing treatment periods at specialised medical care wards;2021-08-03;43
Ongoing treatment periods primary health care wards;2021-08-03;0
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-03;
Ongoing intensive care treatment periods;2021-08-03;1
Ongoing treatment periods at specialised medical care wards;2021-08-04;38
Ongoing treatment periods primary health care wards;2021-08-04;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-04;
Ongoing intensive care treatment periods;2021-08-04;3
Ongoing treatment periods at specialised medical care wards;2021-08-05;38
Ongoing treatment periods primary health care wards;2021-08-05;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-05;
Ongoing intensive care treatment periods;2021-08-05;3
Ongoing treatment periods at specialised medical care wards;2021-08-06;34
Ongoing treatment periods primary health care wards;2021-08-06;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-06;
Ongoing intensive care treatment periods;2021-08-06;5
Ongoing treatment periods at specialised medical care wards;2021-08-07;34
Ongoing treatment periods primary health care wards;2021-08-07;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-07;
Ongoing intensive care treatment periods;2021-08-07;5
Ongoing treatment periods at specialised medical care wards;2021-08-08;34
Ongoing treatment periods primary health care wards;2021-08-08;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-08;
Ongoing intensive care treatment periods;2021-08-08;5
Ongoing treatment periods at specialised medical care wards;2021-08-09;26
Ongoing treatment periods primary health care wards;2021-08-09;1
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-09;
Ongoing intensive care treatment periods;2021-08-09;5
Ongoing treatment periods at specialised medical care wards;2021-08-10;26
Ongoing treatment periods primary health care wards;2021-08-10;0
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-10;
Ongoing intensive care treatment periods;2021-08-10;5
Ongoing treatment periods at specialised medical care wards;2021-08-11;21
Ongoing treatment periods primary health care wards;2021-08-11;2
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-11;
Ongoing intensive care treatment periods;2021-08-11;7
Ongoing treatment periods at specialised medical care wards;2021-08-12;21
Ongoing treatment periods primary health care wards;2021-08-12;3
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-12;
Ongoing intensive care treatment periods;2021-08-12;7
Ongoing treatment periods at specialised medical care wards;2021-08-13;28
Ongoing treatment periods primary health care wards;2021-08-13;2
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-13;
Ongoing intensive care treatment periods;2021-08-13;9
Ongoing treatment periods at specialised medical care wards;2021-08-14;28
Ongoing treatment periods primary health care wards;2021-08-14;2
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-14;
Ongoing intensive care treatment periods;2021-08-14;9
Ongoing treatment periods at specialised medical care wards;2021-08-15;28
Ongoing treatment periods primary health care wards;2021-08-15;2
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-15;
Ongoing intensive care treatment periods;2021-08-15;9
Ongoing treatment periods at specialised medical care wards;2021-08-16;30
Ongoing treatment periods primary health care wards;2021-08-16;0
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-16;
Ongoing intensive care treatment periods;2021-08-16;11
Ongoing treatment periods at specialised medical care wards;2021-08-17;29
Ongoing treatment periods primary health care wards;2021-08-17;0
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-17;
Ongoing intensive care treatment periods;2021-08-17;10
Ongoing treatment periods at specialised medical care wards;2021-08-18;25
Ongoing treatment periods primary health care wards;2021-08-18;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-18;
Ongoing intensive care treatment periods;2021-08-18;10
Ongoing treatment periods at specialised medical care wards;2021-08-19;24
Ongoing treatment periods primary health care wards;2021-08-19;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-19;
Ongoing intensive care treatment periods;2021-08-19;10
Ongoing treatment periods at specialised medical care wards;2021-08-20;22
Ongoing treatment periods primary health care wards;2021-08-20;6
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-20;
Ongoing intensive care treatment periods;2021-08-20;10
Ongoing treatment periods at specialised medical care wards;2021-08-21;22
Ongoing treatment periods primary health care wards;2021-08-21;6
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-21;
Ongoing intensive care treatment periods;2021-08-21;10
Ongoing treatment periods at specialised medical care wards;2021-08-22;22
Ongoing treatment periods primary health care wards;2021-08-22;6
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-22;
Ongoing intensive care treatment periods;2021-08-22;10
Ongoing treatment periods at specialised medical care wards;2021-08-23;22
Ongoing treatment periods primary health care wards;2021-08-23;8
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-23;
Ongoing intensive care treatment periods;2021-08-23;11
Ongoing treatment periods at specialised medical care wards;2021-08-24;22
Ongoing treatment periods primary health care wards;2021-08-24;8
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-24;
Ongoing intensive care treatment periods;2021-08-24;11
Ongoing treatment periods at specialised medical care wards;2021-08-25;21
Ongoing treatment periods primary health care wards;2021-08-25;15
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-25;
Ongoing intensive care treatment periods;2021-08-25;10
Ongoing treatment periods at specialised medical care wards;2021-08-26;22
Ongoing treatment periods primary health care wards;2021-08-26;15
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-26;
Ongoing intensive care treatment periods;2021-08-26;10
Ongoing treatment periods at specialised medical care wards;2021-08-27;22
Ongoing treatment periods primary health care wards;2021-08-27;17
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-27;
Ongoing intensive care treatment periods;2021-08-27;9
Ongoing treatment periods at specialised medical care wards;2021-08-28;22
Ongoing treatment periods primary health care wards;2021-08-28;17
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-28;
Ongoing intensive care treatment periods;2021-08-28;9
Ongoing treatment periods at specialised medical care wards;2021-08-29;22
Ongoing treatment periods primary health care wards;2021-08-29;17
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-29;
Ongoing intensive care treatment periods;2021-08-29;9
Ongoing treatment periods at specialised medical care wards;2021-08-30;21
Ongoing treatment periods primary health care wards;2021-08-30;19
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-30;
Ongoing intensive care treatment periods;2021-08-30;8
Ongoing treatment periods at specialised medical care wards;2021-08-31;21
Ongoing treatment periods primary health care wards;2021-08-31;19
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-31;
Ongoing intensive care treatment periods;2021-08-31;8
Ongoing treatment periods at specialised medical care wards;2021-09-01;16
Ongoing treatment periods primary health care wards;2021-09-01;21
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-01;
Ongoing intensive care treatment periods;2021-09-01;6
Ongoing treatment periods at specialised medical care wards;2021-09-02;16
Ongoing treatment periods primary health care wards;2021-09-02;21
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-02;
Ongoing intensive care treatment periods;2021-09-02;6
Ongoing treatment periods at specialised medical care wards;2021-09-03;19
Ongoing treatment periods primary health care wards;2021-09-03;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-03;
Ongoing intensive care treatment periods;2021-09-03;6
Ongoing treatment periods at specialised medical care wards;2021-09-04;19
Ongoing treatment periods primary health care wards;2021-09-04;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-04;
Ongoing intensive care treatment periods;2021-09-04;6
Ongoing treatment periods at specialised medical care wards;2021-09-05;19
Ongoing treatment periods primary health care wards;2021-09-05;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-05;
Ongoing intensive care treatment periods;2021-09-05;6
Ongoing treatment periods at specialised medical care wards;2021-09-06;20
Ongoing treatment periods primary health care wards;2021-09-06;21
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-06;
Ongoing intensive care treatment periods;2021-09-06;7
Ongoing treatment periods at specialised medical care wards;2021-09-07;20
Ongoing treatment periods primary health care wards;2021-09-07;21
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-07;
Ongoing intensive care treatment periods;2021-09-07;7
Ongoing treatment periods at specialised medical care wards;2021-09-08;22
Ongoing treatment periods primary health care wards;2021-09-08;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-08;
Ongoing intensive care treatment periods;2021-09-08;5
Ongoing treatment periods at specialised medical care wards;2021-09-09;22
Ongoing treatment periods primary health care wards;2021-09-09;20
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-09;
Ongoing intensive care treatment periods;2021-09-09;5
Ongoing treatment periods at specialised medical care wards;2021-09-10;24
