Measure;Time;val
Ongoing treatment periods at specialised medical care wards;2021-07-27;41
Ongoing treatment periods primary health care wards;2021-07-27;3
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-27;
Ongoing intensive care treatment periods;2021-07-27;8
Ongoing treatment periods at specialised medical care wards;2021-07-28;48
Ongoing treatment periods primary health care wards;2021-07-28;3
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-28;
Ongoing intensive care treatment periods;2021-07-28;6
Ongoing treatment periods at specialised medical care wards;2021-07-29;48
Ongoing treatment periods primary health care wards;2021-07-29;3
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-29;
Ongoing intensive care treatment periods;2021-07-29;6
Ongoing treatment periods at specialised medical care wards;2021-07-30;54
Ongoing treatment periods primary health care wards;2021-07-30;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-30;
Ongoing intensive care treatment periods;2021-07-30;7
Ongoing treatment periods at specialised medical care wards;2021-07-31;54
Ongoing treatment periods primary health care wards;2021-07-31;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-07-31;
Ongoing intensive care treatment periods;2021-07-31;7
Ongoing treatment periods at specialised medical care wards;2021-08-01;54
Ongoing treatment periods primary health care wards;2021-08-01;4
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-01;
Ongoing intensive care treatment periods;2021-08-01;7
Ongoing treatment periods at specialised medical care wards;2021-08-02;84
Ongoing treatment periods primary health care wards;2021-08-02;6
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-02;
Ongoing intensive care treatment periods;2021-08-02;7
Ongoing treatment periods at specialised medical care wards;2021-08-03;83
Ongoing treatment periods primary health care wards;2021-08-03;6
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-03;
Ongoing intensive care treatment periods;2021-08-03;8
Ongoing treatment periods at specialised medical care wards;2021-08-04;68
Ongoing treatment periods primary health care wards;2021-08-04;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-04;
Ongoing intensive care treatment periods;2021-08-04;15
Ongoing treatment periods at specialised medical care wards;2021-08-05;68
Ongoing treatment periods primary health care wards;2021-08-05;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-05;
Ongoing intensive care treatment periods;2021-08-05;15
Ongoing treatment periods at specialised medical care wards;2021-08-06;69
Ongoing treatment periods primary health care wards;2021-08-06;13
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-06;
Ongoing intensive care treatment periods;2021-08-06;18
Ongoing treatment periods at specialised medical care wards;2021-08-07;69
Ongoing treatment periods primary health care wards;2021-08-07;13
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-07;
Ongoing intensive care treatment periods;2021-08-07;18
Ongoing treatment periods at specialised medical care wards;2021-08-08;69
Ongoing treatment periods primary health care wards;2021-08-08;13
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-08;
Ongoing intensive care treatment periods;2021-08-08;18
Ongoing treatment periods at specialised medical care wards;2021-08-09;66
Ongoing treatment periods primary health care wards;2021-08-09;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-09;
Ongoing intensive care treatment periods;2021-08-09;16
Ongoing treatment periods at specialised medical care wards;2021-08-10;66
Ongoing treatment periods primary health care wards;2021-08-10;10
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-10;
Ongoing intensive care treatment periods;2021-08-10;16
Ongoing treatment periods at specialised medical care wards;2021-08-11;50
Ongoing treatment periods primary health care wards;2021-08-11;14
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-11;
Ongoing intensive care treatment periods;2021-08-11;19
Ongoing treatment periods at specialised medical care wards;2021-08-12;50
Ongoing treatment periods primary health care wards;2021-08-12;15
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-12;
Ongoing intensive care treatment periods;2021-08-12;19
Ongoing treatment periods at specialised medical care wards;2021-08-13;52
Ongoing treatment periods primary health care wards;2021-08-13;13
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-13;
Ongoing intensive care treatment periods;2021-08-13;23
Ongoing treatment periods at specialised medical care wards;2021-08-14;52
Ongoing treatment periods primary health care wards;2021-08-14;13
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-14;
Ongoing intensive care treatment periods;2021-08-14;23
Ongoing treatment periods at specialised medical care wards;2021-08-15;52
Ongoing treatment periods primary health care wards;2021-08-15;13
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-15;
Ongoing intensive care treatment periods;2021-08-15;23
Ongoing treatment periods at specialised medical care wards;2021-08-16;63
Ongoing treatment periods primary health care wards;2021-08-16;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-16;
Ongoing intensive care treatment periods;2021-08-16;32
Ongoing treatment periods at specialised medical care wards;2021-08-17;62
Ongoing treatment periods primary health care wards;2021-08-17;11
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-17;
Ongoing intensive care treatment periods;2021-08-17;31
Ongoing treatment periods at specialised medical care wards;2021-08-18;65
Ongoing treatment periods primary health care wards;2021-08-18;12
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-18;
Ongoing intensive care treatment periods;2021-08-18;29
Ongoing treatment periods at specialised medical care wards;2021-08-19;64
Ongoing treatment periods primary health care wards;2021-08-19;12
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-19;
Ongoing intensive care treatment periods;2021-08-19;29
Ongoing treatment periods at specialised medical care wards;2021-08-20;54
Ongoing treatment periods primary health care wards;2021-08-20;15
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-20;
Ongoing intensive care treatment periods;2021-08-20;29
Ongoing treatment periods at specialised medical care wards;2021-08-21;54
Ongoing treatment periods primary health care wards;2021-08-21;15
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-21;
Ongoing intensive care treatment periods;2021-08-21;29
Ongoing treatment periods at specialised medical care wards;2021-08-22;54
Ongoing treatment periods primary health care wards;2021-08-22;15
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-22;
Ongoing intensive care treatment periods;2021-08-22;29
Ongoing treatment periods at specialised medical care wards;2021-08-23;64
Ongoing treatment periods primary health care wards;2021-08-23;14
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-23;
Ongoing intensive care treatment periods;2021-08-23;23
Ongoing treatment periods at specialised medical care wards;2021-08-24;64
Ongoing treatment periods primary health care wards;2021-08-24;14
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-24;
Ongoing intensive care treatment periods;2021-08-24;23
Ongoing treatment periods at specialised medical care wards;2021-08-25;56
Ongoing treatment periods primary health care wards;2021-08-25;21
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-25;
Ongoing intensive care treatment periods;2021-08-25;22
Ongoing treatment periods at specialised medical care wards;2021-08-26;59
Ongoing treatment periods primary health care wards;2021-08-26;21
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-26;
Ongoing intensive care treatment periods;2021-08-26;22
Ongoing treatment periods at specialised medical care wards;2021-08-27;49
Ongoing treatment periods primary health care wards;2021-08-27;22
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-27;
Ongoing intensive care treatment periods;2021-08-27;23
Ongoing treatment periods at specialised medical care wards;2021-08-28;49
Ongoing treatment periods primary health care wards;2021-08-28;22
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-28;
Ongoing intensive care treatment periods;2021-08-28;23
Ongoing treatment periods at specialised medical care wards;2021-08-29;49
Ongoing treatment periods primary health care wards;2021-08-29;22
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-29;
Ongoing intensive care treatment periods;2021-08-29;23
Ongoing treatment periods at specialised medical care wards;2021-08-30;52
Ongoing treatment periods primary health care wards;2021-08-30;24
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-30;
Ongoing intensive care treatment periods;2021-08-30;20
Ongoing treatment periods at specialised medical care wards;2021-08-31;52
Ongoing treatment periods primary health care wards;2021-08-31;24
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-08-31;
Ongoing intensive care treatment periods;2021-08-31;21
Ongoing treatment periods at specialised medical care wards;2021-09-01;50
Ongoing treatment periods primary health care wards;2021-09-01;26
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-01;
Ongoing intensive care treatment periods;2021-09-01;21
Ongoing treatment periods at specialised medical care wards;2021-09-02;51
Ongoing treatment periods primary health care wards;2021-09-02;26
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-02;
Ongoing intensive care treatment periods;2021-09-02;22
Ongoing treatment periods at specialised medical care wards;2021-09-03;48
Ongoing treatment periods primary health care wards;2021-09-03;23
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-03;
Ongoing intensive care treatment periods;2021-09-03;21
Ongoing treatment periods at specialised medical care wards;2021-09-04;48
Ongoing treatment periods primary health care wards;2021-09-04;23
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-04;
Ongoing intensive care treatment periods;2021-09-04;20
Ongoing treatment periods at specialised medical care wards;2021-09-05;48
Ongoing treatment periods primary health care wards;2021-09-05;23
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-05;
Ongoing intensive care treatment periods;2021-09-05;20
Ongoing treatment periods at specialised medical care wards;2021-09-06;56
Ongoing treatment periods primary health care wards;2021-09-06;25
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-06;
Ongoing intensive care treatment periods;2021-09-06;20
Ongoing treatment periods at specialised medical care wards;2021-09-07;56
Ongoing treatment periods primary health care wards;2021-09-07;25
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-07;
Ongoing intensive care treatment periods;2021-09-07;20
Ongoing treatment periods at specialised medical care wards;2021-09-08;51
Ongoing treatment periods primary health care wards;2021-09-08;25
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-08;
Ongoing intensive care treatment periods;2021-09-08;22
Ongoing treatment periods at specialised medical care wards;2021-09-09;48
Ongoing treatment periods primary health care wards;2021-09-09;25
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-09;
Ongoing intensive care treatment periods;2021-09-09;22
Ongoing treatment periods at specialised medical care wards;2021-09-10;49
Ongoing treatment periods primary health care wards;2021-09-10;22
Ongoing treatment periods at inpatient wards (until 7 Dec 2020);2021-09-10;
Ongoing intensive care treatment periods;2021-09-10;22
